TYPE	NUMBER	KEYWORD	ORGANIC	URL	TITLE	DESCRIPTION	PAGE	FLAG_HACKED	FLAG_HARMFUL	STAT_RESULTCOUNT
result	269	statistics	organic	https://cran.r-project.org/doc/contrib/Verzani-SimpleR.pdf	simpleR – Using R for Introductory Statistics - CRAN.R-project.org	Preface. These notes are an introduction to using the statistical software package R for an introductory statistics course. They are meant to accompany an introductory statistics book such as Kitchens “Exploring Statistics”. The goals are not to show all the features of R, or to replace a standard textbook, but rather to be used ...	3	0	0	1430000000
result	270	statistics	organic	http://www.areavibes.com/ashburn-va/crime/	Ashburn, VA Crime Rates & Statistics - AreaVibes	View detailed crime rates in Ashburn, VA and complete crime reports and statistics for all Ashburn, VA surrounding neighborhoods.	3	0	0	1430000000
result	271	statistics	organic	http://www.fifa.com/worldcup/index.html	2018 FIFA World Cup Russia™ - FIFA.com	The FIFA World CupTM Trophy Tour by Coca-Cola is your chance to see the Original FIFA World Cup Trophy. From 9 September 2017 to 7 June 2018 fans from all over the world will get the chance to get their photo taken with the Original FIFA World Cup Trophy! Follow the tour, plan your experience or retrieve your photos ...	3	0	0	1430000000
result	272	statistics	organic	https://phpartners.org/health_stats.html	Health Data Tools and Statistics	Online data query system for statistics on local health department (LHD) financing, workforce, and activities. The data is from NACCHO's National Profile of Local Health Departments (LHDs) Survey. (National Association of County and City Health Officials (NACCHO)). Public Health and Transportation Partners Launch ...	3	0	0	1430000000
result	273	statistics	organic	https://students.brown.edu/seeing-theory/	Seeing Theory: A visual introduction to probability and statistics	No information is available for this page.Learn why	3	0	0	1430000000
result	274	statistics	organic	http://www.keloland.com/news/article/news/sf-city-leaders-react-to-2017-crime-statistics	SF City Leaders React To 2017 Crime Statistics - KELOLAND.com	8 hours ago - Crime in Sioux Falls is an issue on many minds, from where it's been, to where it is, and where it's going. Sioux Falls Police Chief Matt Burns broke down the 2017 statistics in front of the city council on Tuesday, saying they "continue to reflect what we know to be true." He highlights one drug in particular.	3	0	0	1430000000
result	275	statistics	organic	https://expandedramblings.com/index.php/youtube-statistics/	160 Amazing YouTube Statistics and Facts (January 2018) - DMR	160 Amazing YouTube Statistics and Facts (January 2018) | By the Numbers. Article Last Updated: January 2, 2018 by Craig Smith. YouTube is a true American success story. It began as the brainchild of Chad Hurley, Steve Chen and Jawed Karim: three PayPal employees that wanted to create a platform where users ...	3	0	0	1430000000
result	276	statistics	organic	https://www.expressnews.com/news/local/article/Significant-Statistics-Blue-and-pink-political-12746946.php	Significant Statistics: Blue and pink political waves and Port Aransas ...	2 days ago - Significant Statistics: Blue and pink political waves and Port Aransas preps for Spring Break. 1 / 2. Back to Gallery. Significant statistics is a weekly series highlighting the numbers that make up San Antonio and South Texas. 500,000: Texas felt something of a blue wave during the primary elections this year, ...	3	0	0	1430000000
result	277	statistics	organic	https://www.baseball-reference.com/players/a/ashburi01.shtml	Richie Ashburn Stats | Baseball-Reference.com	Name + "Statistics" Translations. Note, this is done in an automated way, so we apologize for any errors, & please report any suggested corrections. "Statistics" is included to allow non-English speakers to find our pages. German: Richie Ashburn Statistik. French: Richie Ashburn statistiques. Japanese: リッチー・アシュバーン ...	3	0	0	1430000000
result	278	statistics	organic	http://www.dakesdrugstore.com/wp-content/plugins/apikey/kfei/yolwv.php?mrt=tourism-statistics-2017	Tourism statistics 2017 - Dake's Drug Store	India Tourism Statistics 2014 (3. 38 of 2005). 3% to 535,700 in the year ending September 2017. spirit of exploration will open in end-2016 and early 2017 respectively. 98 MB) pdf Icon. While 81. 1,473,000. S. 1 percent, and Mexico was off 7. Discover all statistics and data on Global Tourism Industry now on statista. 4%.	3	0	0	1430000000
result	279	statistics	organic	https://www.loudoun.gov/demographics	Loudoun County, VA - Official Website - Demographics and Data	Oct 17, 2017 - Demographics, data, research, economic, growth summary, facts, statistics, census, development, residential.	3	0	0	1430000000
result	280	statistics	organic	https://wtop.com/sports/2018/03/nba-team-statistics-15/	NBA Team Statistics | WTOP	5 hours ago - G, Pts, Avg. Golden State, 67, 7748, 115.6. Houston, 67, 7618, 113.7. Toronto, 67, 7523, 112.3. New Orleans, 67, 7514, 112.1. Cleveland, 67, 7391, 110.3. Minnesota, 69, 7577, 109.8. L.A. Clippers, 66, 7223, 109.4. Denver, 68, 7419, 109.1. L.A. Lakers, 67, 7287, 108.8. Philadelphia, 66, 7112, 107.8.	3	0	0	1430000000
result	281	statistics	organic	http://wtnh.com/2018/03/13/connecticut-state-police-release-statistics-on-tuesdays-noreaster/	Connecticut State Police release statistics on Tuesday's nor'easter ...	20 hours ago - The Connecticut State Police have released statewide activity statistics for Tuesday's nor'easter.	3	0	0	1430000000
result	282	statistics	organic	http://www.mysuncoast.com/community/statistics-show-manatees-are-dying-at-an-alarming-rate-in/article_50c42b48-2707-11e8-b2aa-67842fe7a26b.html	Statistics show manatees are dying at an alarming rate in Florida ...	13 hours ago - Statistics from the Florida Fish and Wildlife Conservation Commission show 160 manatees have died in just three months. It's a staggering pace that could exceed the all time record of 803 deaths to date, but also one the MOTE Marine Laboratory said isn't reflective of Sarasota and Manatee counties.	3	0	0	1430000000
result	283	statistics	organic	https://careers.walmart.com/us/jobs/979809BR-senior-statistical-analyst-data-analystics-austin-tx	Senior Statistical Analyst - Data Analystics in AUSTIN, TX | Walmart ...	Apply online for the Senior Statistical Analyst - Data Analystics position in AUSTIN, TX at Walmart and Sam's Club!	3	0	0	1430000000
result	284	statistics	organic	http://www.uniondemocrat.com/localnews/6085137-151/vital-statistics-for-march-14-2018	Vital statistics for March 14, 2018; - The Union Democrat	15 hours ago - TUOLUMNE COUNTY Marriages recorded March 5 through March 9 (wedding date given): Mar. 3 — Nolan Michael Verga and Jamison Brittany Cripps Mar. 5 — Richard Duane Sprague and Debra Ann Neubauer Births recorded March 5 through March 9 (mother's maiden name given in most entries): No ...	3	0	0	1430000000
result	285	statistics	organic	https://www.bustle.com/p/7-sexual-assault-statistics-betsy-devos-needs-to-see-after-that-60-minutes-interview-8471149	7 Sexual Assault Statistics Betsy DeVos Needs To See After That '60 ...	2 days ago - Betsy DeVos made waves in September when she rolled back protections for sexual assault survivors on college campuses. The U.S. education secretary repeated her belief that students falsely accused of rape weren't treated fairly under the previous gu…	3	0	0	1430000000
result	286	statistics	organic	http://english.alarabiya.net/en/features/2018/03/13/After-7-years-of-war-here-are-the-shocking-statistics-on-Syria-s-children-.html	After 7 years of war, here are the shocking statistics on Syria's children ...	1 day ago - After seven years of war in Syria, the United Nations has one thing to say: Stop the war on children. The numbers speak for themselves. Of Syrias.	3	0	0	1430000000
result	287	statistics	organic	http://www.amalshriners.org/kcfinder/upload/files/uploads/Dating-Statistics-1.xml	Dating Statistics - Amal Shriners	Dating Statistics. Your Best the best. Find out to have online dating currently Indias. Also learn Might Leave some knowledge. The seven questions to be done Friend Started top clean his last. But should Neymar reconciles dating websites model girlfriend. Paying Etiquette of fun. Think of alarm bell best friend you will my ex ...	3	0	0	1430000000
result	288	statistics	organic	http://www.newspressnow.com/news/public_records/vital_statistics/vital-statistics-march/article_54cba2b3-dd85-561d-a55d-3a44faccfa7f.html	Vital statistics, March 14 | Vital Statistics | newspressnow.com	6 hours ago - Jebidiah Dean Hays, 32, and Amber Dawn Buzzard, 32, both of Stewartsville, Missouri. Paul Quentin Phipps, 28, and Meranda Elaine Brown, 28, both of St. Joseph. DIVORCE SUITS FILED. Jeremy Evans and Colby Evans. Dylan J. Burnshidle and Samantha D. Lyman. Facebook · Twitter · Email; Print ...	3	0	0	1430000000
result	289	statistics	organic	http://courtyardhomestead.com/inuv/vblgx.php?mrt=soccer-statistics	Soccer statistics	Soccer statistics. Top ios apps for soccer stats in AppCrawlr! NFL stats, statistics, and league leaders are available at CBSSports. Real Madrid | 2017-18 UEFA Champions League Highlights. Total Points. com offers data for 200+ leagues, cups & competitions. Check out the Norse stats! Easiest to use Soccer Software for ...	3	0	0	1430000000
result	290	statistics	organic	https://www.fangraphs.com/statss.aspx?playerid=1000335&position=OF	Richie Ashburn » Statistics » Batting | FanGraphs Baseball	Richie Ashburn career batting statistics for Major League, Minor League, and postseason baseball.	3	0	0	1430000000
result	291	statistics	organic	http://conciliadorweb.com/journal/t77k02.php?dczm=nrmp-img-match-statistics-2017	nrmp img match statistics 2017 - conciliador	I Didn't Match - A Guide to Surviving the NRMP SOAP/Scramble. The 2017 Match Week is over and NRMP has released some ... NRMP Advanced 2017 Main Residency Match Data. Hot of the press from the 2017 Match! 2016 Family Medicine Residency Matching Applicants IMG Residency Match Forum Home > News ...	3	0	0	1430000000
